frame_id,plan_id,template_id,batch_kind,prediction_mode,in_support,calibration_source_replayed,calibration_sample_count_before,total_prefill_tokens,total_decode_tokens,total_scheduled_tokens,expected_duration_seconds,conservative_duration_seconds,effective_duration_seconds,actual_duration_seconds,expected_error_seconds_prediction_minus_actual,conservative_error_seconds_prediction_minus_actual,effective_error_seconds_prediction_minus_actual,expected_absolute_error_seconds,conservative_absolute_error_seconds,effective_absolute_error_seconds,conservative_covers_actual,timing_source,selector_reason,controller_reason
34,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,offline_oof_cold_start,31,0,2,2,0.12751870135173854,0.13024352217192214,0.12751870135173854,0.125806537,0.0017121643517385432,0.004436985171922148,0.0017121643517385432,0.0017121643517385432,0.004436985171922148,0.0017121643517385432,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
35,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,32,0,2,2,0.12582184216446282,0.12839879694807121,0.12582184216446282,0.125508679,0.0003131631644628097,0.0028901179480712025,0.0003131631644628097,0.0003131631644628097,0.0028901179480712025,0.0003131631644628097,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
36,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,33,0,2,2,0.12581321627711042,0.12840027309955265,0.12581321627711042,0.125967929,-0.00015471272288958282,0.002432344099552647,-0.00015471272288958282,0.00015471272288958282,0.002432344099552647,0.00015471272288958282,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
37,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,34,0,2,2,0.12581952720191086,0.1284017492510341,0.12581952720191086,0.125354279,0.0004652482019108506,0.003047470251034079,0.0004652482019108506,0.0004652482019108506,0.003047470251034079,0.0004652482019108506,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
38,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,35,0,2,2,0.12580690492148863,0.12840322540251556,0.12580690492148863,0.125503048,0.00030385692148862664,0.0029001774025155524,0.00030385692148862664,0.00030385692148862664,0.0029001774025155524,0.00030385692148862664,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
39,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,36,0,2,2,0.12579944410326446,0.12840470155399702,0.12579944410326446,0.125067671,0.0007317731032644714,0.0033370305539970335,0.0007317731032644714,0.0007317731032644714,0.0033370305539970335,0.0007317731032644714,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
40,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,37,0,2,2,0.12578001245025291,0.12840617770547846,0.12578001245025291,0.125438104,0.00034190845025292016,0.002968073705478469,0.00034190845025292016,0.00034190845025292016,0.002968073705478469,0.00034190845025292016,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
41,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,38,0,2,2,0.1257719911425047,0.1284076538569599,0.1257719911425047,0.12631369,-0.0005416988574953041,0.002093963856959896,-0.0005416988574953041,0.0005416988574953041,0.002093963856959896,0.0005416988574953041,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
42,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,39,0,2,2,0.12578810780310024,0.12840913000844137,0.12578810780310024,0.126785469,-0.0009973611968997764,0.0016236610084413572,-0.0009973611968997764,0.0009973611968997764,0.0016236610084413572,0.0009973611968997764,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
43,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,40,0,2,2,0.12577613315582348,0.1284106061599228,0.12577613315582348,0.125364359,0.0004117741558234689,0.003046247159922799,0.0004117741558234689,0.0004117741558234689,0.003046247159922799,0.0004117741558234689,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
44,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,41,0,2,2,0.12576648027613566,0.1269330773846634,0.12576648027613566,0.12612641,-0.0003599297238643384,0.0008066673846633954,-0.0003599297238643384,0.0003599297238643384,0.0008066673846633954,0.0003599297238643384,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
45,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,42,0,2,2,0.1257774282617701,0.12693455353614483,0.1257774282617701,0.125615736,0.00016169226177009666,0.0013188175361448229,0.00016169226177009666,0.00016169226177009666,0.0013188175361448229,0.00016169226177009666,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
46,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,43,0,2,2,0.1257747584579232,0.1269360296876263,0.1257747584579232,0.125354055,0.0004207034579232216,0.001581974687626303,0.0004207034579232216,0.0004207034579232216,0.001581974687626303,0.0004207034579232216,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
47,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,44,0,2,2,0.12576571702210684,0.12693750583910773,0.12576571702210684,0.125709385,5.633202210683641e-05,0.001228120839107727,5.633202210683641e-05,5.633202210683641e-05,0.001228120839107727,5.633202210683641e-05,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
48,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,45,0,2,2,0.1257658192225379,0.1269389819905892,0.1257658192225379,0.125794712,-2.8892777462097285e-05,0.0011442699905891973,-2.8892777462097285e-05,2.8892777462097285e-05,0.0011442699905891973,2.8892777462097285e-05,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
49,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,46,0,2,2,0.12576798329701652,0.12694045814207064,0.12576798329701652,0.125604137,0.00016384629701651776,0.0013363211420706345,0.00016384629701651776,0.00016384629701651776,0.0013363211420706345,0.00016384629701651776,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
50,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,47,0,2,2,0.12576564906864582,0.12694193429355208,0.12576564906864582,0.125395288,0.00037036106864582474,0.0015466462935520842,0.00037036106864582474,0.00037036106864582474,0.0015466462935520842,0.00037036106864582474,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
51,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,48,0,2,2,0.12575870792558644,0.12694341044503354,0.12575870792558644,0.124785429,0.0009732789255864349,0.002157981445033541,0.0009732789255864349,0.0009732789255864349,0.002157981445033541,0.0009732789255864349,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
52,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,49,0,2,2,0.12573855565871206,0.12694488659651498,0.12573855565871206,0.126143451,-0.0004048953412879308,0.0008014355965149933,-0.0004048953412879308,0.0004048953412879308,0.0008014355965149933,0.0004048953412879308,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
53,plan-STOCK,STOCK,mixed,INTERPOLATION,True,offline_oof_cold_start,1,226,2,228,0.15523092795838056,0.19884821303727254,0.15523092795838056,0.133541398,0.021689529958380555,0.06530681503727254,0.021689529958380555,0.021689529958380555,0.06530681503727254,0.021689529958380555,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
54,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,50,0,3,3,0.1260748180305237,0.12727234689644704,0.1260748180305237,0.127265246,-0.0011904279694762987,7.100896447037597e-06,-0.0011904279694762987,0.0011904279694762987,7.100896447037597e-06,0.0011904279694762987,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
55,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,51,0,3,3,0.12610236051247803,0.12727456112366922,0.12610236051247803,0.126595597,-0.0004932364875219752,0.0006789641236692179,-0.0004932364875219752,0.0004932364875219752,0.0006789641236692179,0.0004932364875219752,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
56,plan-STOCK,STOCK,decode_only,INTERPOLATION,True,online_window,52,0,3,3,0.1261148505001839,0.1272767753508914,0.1261148505001839,0.126372763,-0.0002579124998161042,0.0009040123508914089,-0.0002579124998161042,0.0002579124998161042,0.0009040123508914089,0.0002579124998161042,True,vllm_aligned_monotonic,TWO_STAGE_TBT_PREFILL_SERVICE_RATE,TWO_STAGE_TBT_PREFILL_SERVICE_RATE
