achieved_offered_rate_rps_ci95_high,achieved_offered_rate_rps_ci95_low,achieved_offered_rate_rps_mean,arrival,completed_throughput_rps_ci95_high,completed_throughput_rps_ci95_low,completed_throughput_rps_mean,goodput_rps_ci95_high,goodput_rps_ci95_low,goodput_rps_mean,joint_attainment_ci95_high,joint_attainment_ci95_low,joint_attainment_mean,lambda_cap_target_rps,quality_status,quality_warning_count,replication_status,scenario,scheduler,seeds,slo_tier,tpot_slo_ms,ttft_slo_ms
nan,nan,3.8906661374301854,poisson,nan,nan,2.563364242637759,nan,nan,2.4864633153586264,nan,nan,0.97,3.890646361,complete_with_warnings,4,exploratory_single_seed,decode_heavy,stock_auto,1,medium,21.504454453437802,74.33233333237392
nan,nan,5.571709665918482,poisson,nan,nan,4.058025015349408,nan,nan,4.058025015349408,nan,nan,1.0,5.571415689,complete_with_warnings,4,exploratory_single_seed,balanced,stock_auto,1,medium,21.52787935303502,209.45350666515878
nan,nan,3.1395853537505127,poisson,nan,nan,3.020008964417783,nan,nan,2.7482081576201827,nan,nan,0.91,3.13955227,complete_with_warnings,3,exploratory_single_seed,prefill_heavy,stock_auto,1,medium,21.590701239887462,392.6686640004239
